Id,Name,Type,Address
13568a7d-e77b-40a7-b44a-9a2809037d22,할리스 중계13호점,할리스,서울 도봉구 44로 48
312c5b15-892e-47e9-93b4-36f9c3613512,투썸 강서11호점,투썸,서울 은평구 50로 23
6a718ddb-da37-48fe-9866-c52f44dbddb9,매머드 중계6호점,매머드,서울 광진구 13로 50
d7367e22-5f61-4ae3-9719-413d1cf12dea,이디야 홍대10호점,이디야,서울 영등포구 87로 75
49acbfee-7289-4af8-a508-4af4504f4f66,할리스 신촌5호점,할리스,서울 구로구 75길 46
411ff222-b3ca-43db-87b5-47a948b095a8,매머드 신촌19호점,매머드,서울 성동구 64길 70
717b5e73-a56f-4bbc-a12f-3d92bfd95491,투썸 송파11호점,투썸,서울 광진구 20로 12
793cff27-96f9-4dd0-b937-0ee453fec4e8,이디야 송파11호점,이디야,서울 성북구 93길 78
bd25e23e-9c30-4d58-b9b6-619af2397721,매머드 잠실18호점,매머드,서울 동대문구 44로 82
f85f45b5-d4a9-4e56-9cc3-f9873f685779,커피빈 중계14호점,커피빈,서울 동대문구 36로 26
69ab5d4f-1007-42e2-bfba-92714e3d3a2f,스타벅스 혜화2호점,스타벅스,서울 구로구 90로 85
b2bc7541-c642-4a7c-b3a5-989e30dab9f8,커피빈 신촌19호점,커피빈,서울 종로구 93로 45
aa9e9141-a187-45b4-92bf-c942fc98e04c,커피빈 송파12호점,커피빈,서울 은평구 95로 48
438aca10-1fea-4f74-a751-c4adaac2a6f5,스타벅스 잠실11호점,스타벅스,서울 동대문구 17로 35
8062d422-db2a-480b-ac46-0ba73c92a31b,이디야 송파4호점,이디야,서울 송파구 73길 89
220aa0f7-2d3d-42f2-a2fa-460c1051be5b,할리스 신촌15호점,할리스,서울 송파구 56길 26
c7da6c0d-dfcb-466d-8b36-6eefb6abea33,투썸 잠실14호점,투썸,서울 송파구 19길 95
9aaa7b26-d287-4810-b645-0fec1fd7f23e,투썸 신촌11호점,투썸,서울 도봉구 54로 50
2518b26a-cf54-4c90-8165-4bd35e36653d,이디야 송파8호점,이디야,서울 성동구 88로 19
ae9c2d53-ba79-4a7f-8b5a-5ee03fe173c1,스타벅스 잠실15호점,스타벅스,서울 용산구 44길 58
69b81b94-98df-46ec-98bc-ce181ba51ecb,이디야 잠실1호점,이디야,서울 강북구 53길 70
a364555f-d419-4947-9290-6940a9245fbe,이디야 혜화9호점,이디야,서울 영등포구 68로 36
db47172d-8ae3-4733-83e5-c6c8d29f20b2,매머드 잠실15호점,매머드,서울 은평구 97길 84
af11f1fa-3896-41dc-91c5-beda09f3820f,이디야 중계10호점,이디야,서울 광진구 13길 10
c86449db-e21f-4ebc-abd7-3ff8f1a416b6,스타벅스 강서1호점,스타벅스,서울 중구 57길 27
bd1d67a7-efa6-465b-b946-5f9f3dea55b8,매머드 강서7호점,매머드,서울 관악구 37로 92
04416755-eb36-4576-9f97-a5a131104d51,이디야 중계6호점,이디야,서울 성북구 14길 40
07cc792d-14b2-411d-bf37-a85154af56c6,스타벅스 중계2호점,스타벅스,서울 동대문구 80로 7
eba4fd5d-fb57-4ab6-9244-a0a54c71916f,할리스 혜화13호점,할리스,서울 광진구 48로 41
7f9cee5f-60c3-44ec-80e4-7da1e6575cb7,커피빈 혜화2호점,커피빈,서울 중랑구 32길 19
84b9a400-aefa-4f6a-a19f-5c9db33deab4,매머드 신촌17호점,매머드,서울 용산구 27로 34
d90d1d43-4334-48c7-86e5-b5536da9db58,이디야 중계15호점,이디야,서울 관악구 25길 13
3ff60572-619a-43bf-ad44-6eaeef4f61e8,커피빈 송파7호점,커피빈,서울 서초구 3로 96
1959fc02-7348-4742-b848-26f06c1e414f,할리스 홍대8호점,할리스,서울 관악구 70길 26
3e974759-2c04-4605-836a-c892689423b2,커피빈 중계20호점,커피빈,서울 광진구 49로 38
f61f374e-c866-405d-b481-dc72f317e715,매머드 송파12호점,매머드,서울 성북구 71길 98
6f3ebe31-a5c6-490e-b391-ceba1b6c70b6,스타벅스 잠실10호점,스타벅스,서울 강북구 58길 69
b6476e1f-e8f7-490b-9667-2af565335519,이디야 혜화13호점,이디야,서울 중구 4길 52
0d68406a-73f2-47f9-be2c-48ba7f61b0f4,이디야 중계7호점,이디야,서울 영등포구 85길 44
14c26172-0f73-4426-b210-6be4e652260c,이디야 송파18호점,이디야,서울 도봉구 10길 14
be596c3a-5143-410c-a710-fed94508f212,이디야 송파5호점,이디야,서울 구로구 35길 25
da0f0dff-9eab-4056-90fa-dcc09e00d014,투썸 혜화20호점,투썸,서울 서초구 11로 26
e5042570-3aa6-4608-ba28-ba4bb698f230,투썸 중계17호점,투썸,서울 성동구 21로 84
a10b3492-6ee8-4563-950f-b9c3f5c8432b,투썸 중계14호점,투썸,서울 영등포구 98로 76
f0c59a95-4efe-4e96-8a2f-7f74311c400d,커피빈 송파3호점,커피빈,서울 노원구 69로 7
a136f0f8-7614-412b-874c-78d7051b141e,투썸 강서5호점,투썸,서울 용산구 39길 3
dcfa98a4-9731-4cbc-9ef2-45177ab6ba19,할리스 송파11호점,할리스,서울 도봉구 42길 79
fa5840e7-573e-40ab-93cc-4265b5b094c0,이디야 홍대17호점,이디야,서울 구로구 7로 86
233f586b-f3a0-444f-8864-ed02dbc353a5,투썸 중계1호점,투썸,서울 성북구 12로 74
28b52b9c-44b1-4f74-9cfe-d1cddafce3b7,할리스 중계2호점,할리스,서울 중랑구 51로 67
45c650a8-8c36-4956-85e5-c2236a09cf0c,이디야 중계15호점,이디야,서울 강북구 98로 71
fd6dc44a-df82-459e-8730-40f2abd65a50,매머드 송파6호점,매머드,서울 구로구 43로 6
13dd9136-1b39-4cc7-a506-8672ae0bd505,투썸 혜화6호점,투썸,서울 서초구 79길 7
a10ab737-1aab-409d-9ea5-405352215260,이디야 중계4호점,이디야,서울 영등포구 79로 84
efbc36de-5118-4c48-b74a-411e9088ba2f,스타벅스 홍대20호점,스타벅스,서울 광진구 2길 59
